Call_log_ID,Date received,Complaint ID,Client_id,phone,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2130,05/08/2013,,,212-936-0483,AA0105,34859,0,NW,HANG,NO_SERVER,11:21:42,11:21:44,00:00:02
1372,06/08/2013,CR0481188,C00000909,532-460-0056,AA0205,30085,2,PS,AGENT,MIKI,15:12:45,15:24:42,00:11:57
1373,06/08/2013,CR0481764,C00001259,862-444-0641,AA0102,30086,0,PS,AGENT,AVNI,13:25:58,13:38:18,00:12:20
1374,06/08/2013,CR0481818,C00001038,978-831-5722,AA0104,30087,0,PS,AGENT,AVNI,09:04:30,09:12:47,00:08:17
1370,07/08/2013,CR0482761,C00003184,577-675-4829,AA0106,30082,0,NW,AGENT,MIKI,11:09:12,11:15:31,00:06:19
1371,07/08/2013,CR0482894,C00001366,674-371-8035,AA0101,30084,0,PS,AGENT,IDIT,13:18:41,13:36:17,00:17:36
2800,07/08/2013,CR0495121,C00000263,592-749-2321,AA0107,40395,0,PS,AGENT,AVIDAN,12:46:09,12:55:03,00:08:54
3584,07/08/2013,,,246-977-9277,,,,,,,12:07:19,12:14:10,00:06:51
1369,09/08/2013,CR0485875,C00008287,259-161-5246,AA0104,30081,2,PS,AGENT,ANAT,11:55:15,12:09:41,00:14:26
2395,09/08/2013,,,802-842-2969,AA0214,30314,0,NW,HANG,NO_SERVER,12:35:01,12:35:03,00:00:02
2799,09/08/2013,CR0485373,C00004485,250-802-4023,AA0213,40394,0,NW,AGENT,BASCH,13:36:26,13:48:07,00:11:41
3326,10/08/2013,,,196-152-3443,,,,,,,14:33:06,14:39:00,00:05:54
3970,10/08/2013,,,789-353-5787,,,,,,,14:41:56,14:56:32,00:14:36
3137,11/08/2013,,,508-414-8874,,,,,,,09:37:01,09:46:02,00:09:01
1366,12/08/2013,CR0488083,C00003745,617-400-4516,AA0103,30077,2,PS,AGENT,DORIT,16:25:34,16:33:00,00:07:26
1367,12/08/2013,CR0487821,C00003199,212-032-0852,AA0108,30078,2,TT,AGENT,YIFAT,13:27:05,13:37:11,00:10:06
1368,12/08/2013,CR0487971,C00003207,978-831-3027,AA0213,30079,2,PS,AGENT,KAZAV,10:11:42,10:22:58,00:11:16
1365,13/08/2013,CR0491378,C00000826,212-125-9851,AA0203,30075,0,PS,AGENT,STEREN,09:11:21,09:26:01,00:14:40
2797,13/08/2013,CR0491553,C00006191,941-406-1571,AA0213,40392,1,PS,AGENT,DORIT,09:18:05,09:26:20,00:08:15
2798,13/08/2013,CR0489152,C00002656,847-338-7957,AA0204,40393,0,PS,AGENT,MIKI,15:48:26,16:16:43,00:28:17
1364,14/08/2013,CR0489217,C00003076,508-812-5302,AA0215,36225,0,PS,AGENT,AVNI,14:47:44,15:03:39,00:15:55
2955,14/08/2013,,,212-441-9811,AA0206,50115,0,PS,AGENT,YITZ,13:54:37,13:55:46,00:01:09
1362,15/08/2013,CR0488748,C00003640,585-644-6837,AA0101,36222,0,PS,AGENT,BASCH,15:23:42,15:28:04,00:04:22
1363,15/08/2013,CR0490608,C00004937,350-942-7923,AA0203,36223,2,NE,AGENT,SHARON,15:04:57,15:21:19,00:16:22
2796,15/08/2013,CR0490326,C00003783,212-777-1024,AA0214,40391,2,NW,AGENT,NO_SERVER,11:44:14,11:50:06,00:05:52
1360,16/08/2013,CR0494180,C00004775,617-846-1282,AA0116,36220,0,IN,AGENT,MICHAL,09:51:00,09:59:44,00:08:44
1361,16/08/2013,CR0493663,C00003547,538-681-4664,AA0205,36221,0,NE,AGENT,ZOHARI,16:55:53,16:58:05,00:02:12
3382,17/08/2013,,,978-401-2642,,,,,,,09:13:51,09:34:11,00:20:20
2206,19/08/2013,,,897-128-4012,AA0203,35295,2,PS,HANG,NO_SERVER,11:33:52,11:33:56,00:00:04
2795,19/08/2013,CR0495894,C00002845,569-848-4390,AA0215,40390,1,PS,AGENT,KAZAV,11:36:14,11:56:18,00:20:04
3410,19/08/2013,,,413-200-5999,,,,,,,12:30:58,12:47:07,00:16:09
3426,20/08/2013,,,212-777-1024,,,,,,,12:11:23,12:23:20,00:11:57
1358,21/08/2013,CR0499591,C00001295,865-737-9164,AA0214,36217,2,PS,AGENT,TOVA,11:53:11,11:56:49,00:03:38
1359,21/08/2013,CR0501119,C00003797,743-174-4790,AA0201,36218,2,PS,AGENT,STEREN,14:48:10,14:48:32,00:00:22
3358,21/08/2013,,,681-981-1762,,,,,,,09:32:55,09:42:25,00:09:30
1356,22/08/2013,CR0499960,C00003432,464-890-2141,AA0110,36215,0,PS,AGENT,STEREN,15:56:07,16:16:00,00:19:53
1357,22/08/2013,CR0500459,C00003216,508-766-0313,AA0206,36216,0,PS,AGENT,YIFAT,12:37:37,12:44:46,00:07:09
1355,23/08/2013,CR0502860,C00002799,865-887-7827,AA0101,36214,2,PS,AGENT,SHARON,13:03:58,13:14:44,00:10:46
2445,25/08/2013,,,212-132-2122,AA0110,30666,0,NW,HANG,NO_SERVER,09:28:58,09:29:02,00:00:04
1353,26/08/2013,CR0504699,C00002367,973-056-2895,AA0202,36212,0,PS,AGENT,NAAMA,16:08:34,16:27:46,00:19:12
1354,26/08/2013,CR0504401,C00004683,413-016-1553,AA0101,36213,0,PS,AGENT,NAAMA,14:55:59,15:02:42,00:06:43
3058,26/08/2013,,,585-334-7286,,,,,,,09:14:43,09:25:10,00:10:27
3717,26/08/2013,,,617-310-7209,,,,,,,11:45:28,12:05:47,00:20:19
3906,26/08/2013,,,773-589-6785,,,,,,,10:15:38,10:17:22,00:01:44
3968,26/08/2013,,,508-952-6679,,,,,,,12:21:18,12:40:14,00:18:56
1351,27/08/2013,CR0505366,C00002536,654-004-3700,AA0110,36210,0,NW,AGENT,KAZAV,13:39:33,13:57:23,00:17:50
1352,27/08/2013,CR0505222,C00003794,252-567-0898,AA0103,36211,2,PS,AGENT,TOVA,13:10:49,13:16:11,00:05:22
2794,27/08/2013,CR0505876,C00012092,137-407-4390,AA0213,40389,1,PS,AGENT,STEREN,15:10:05,15:35:38,00:25:33
2976,27/08/2013,,,157-880-3295,AA0201,50136,0,PS,AGENT,MORIAH,15:50:15,16:10:10,00:19:55
2793,28/08/2013,CR0508036,C00002340,922-698-9333,AA0101,40388,1,PS,AGENT,MIKI,12:52:26,13:19:41,00:27:15
2997,28/08/2013,,,503-955-6293,AA0206,50157,0,PS,AGENT,TOVA,13:21:39,13:21:41,00:00:02
3329,28/08/2013,,,982-012-2776,,,,,,,09:59:52,10:19:34,00:19:42
3938,28/08/2013,,,372-267-7252,,,,,,,10:39:49,10:58:00,00:18:11
1350,29/08/2013,CR0509457,C00004818,212-441-9811,AA0108,36205,2,TT,AGENT,IDIT,13:38:23,13:49:53,00:11:30
2791,29/08/2013,CR0508454,C00000758,559-448-3282,AA0202,40386,2,NE,AGENT,MORIAH,11:44:23,12:08:14,00:23:51
2792,29/08/2013,CR0509672,C00004260,964-328-9093,AA0110,40387,2,PS,AGENT,AVNI,09:43:03,10:02:24,00:19:21
1348,30/08/2013,CR0510128,C00000888,510-990-7804,AA0112,36202,2,TT,AGENT,DORIT,09:29:29,09:29:30,00:00:01
1349,30/08/2013,CR0510020,C00002910,914-445-0614,AA0204,36203,2,PS,AGENT,TOVA,09:59:10,10:18:18,00:19:08
2790,30/08/2013,CR0510744,C00003403,710-578-7696,AA0106,40385,0,PS,AGENT,IDIT,15:29:32,15:48:27,00:18:55
1345,03/09/2013,CR0513470,C00001317,316-767-6845,AA0202,36199,2,PS,AGENT,TOVA,14:54:14,15:05:23,00:11:09
1346,03/09/2013,CR0513529,C00002978,342-649-5451,AA0109,36200,1,PS,AGENT,ZOHARI,13:30:40,13:47:50,00:17:10
1347,03/09/2013,CR0513553,C00005736,212-015-4216,AA0101,36201,0,NW,AGENT,AVNI,11:10:29,11:16:03,00:05:34
1344,04/09/2013,CR0514524,C00001444,409-093-6361,AA0110,36198,0,NW,AGENT,MICHAL,15:03:14,15:23:56,00:20:42
3340,04/09/2013,,,781-650-1437,,,,,,,10:53:09,11:01:25,00:08:16
3645,04/09/2013,,,824-670-6059,,,,,,,10:40:19,10:41:18,00:00:59
1343,05/09/2013,CR0515125,C00004667,651-313-1878,AA0105,36197,0,PS,AGENT,AVNI,09:45:25,09:57:53,00:12:28
1341,06/09/2013,CR0518494,C00004403,831-023-9586,AA0209,36195,0,PS,AGENT,GILI,15:28:07,15:28:41,00:00:34
1342,06/09/2013,CR0518106,C00004536,986-008-4785,AA0102,36196,0,PS,AGENT,SHLOMO,13:17:05,13:24:34,00:07:29
3182,06/09/2013,,,312-484-5399,,,,,,,14:27:19,14:27:29,00:00:10
3952,06/09/2013,,,363-890-7536,,,,,,,09:57:19,10:07:32,00:10:13
3125,07/09/2013,,,781-908-1105,,,,,,,12:54:52,13:03:28,00:08:36
3263,07/09/2013,,,681-721-2565,,,,,,,14:23:37,14:37:47,00:14:10
3292,07/09/2013,,,555-496-7059,,,,,,,14:58:09,15:17:23,00:19:14
2315,08/09/2013,,,187-698-7210,AA0105,35944,0,NW,HANG,NO_SERVER,13:37:53,13:37:58,00:00:05
1339,09/09/2013,CR0520556,C00002322,108-470-6669,AA0109,36193,0,PS,AGENT,STEREN,11:17:50,11:32:10,00:14:20
1340,09/09/2013,CR0519823,C00011121,836-564-5183,AA0102,36194,0,PE,AGENT,YITZ,15:19:08,15:35:18,00:16:10
1336,10/09/2013,CR0522580,C00012416,212-964-1995,AA0107,36189,2,TT,AGENT,AVIDAN,11:57:23,11:59:47,00:02:24
1337,10/09/2013,CR0521491,C00006034,485-877-5986,AA0213,36191,1,PS,AGENT,KAZAV,09:29:21,09:34:56,00:05:35
1338,10/09/2013,CR0521983,C00000916,515-867-3011,AA0209,36192,0,PS,AGENT,KAZAV,13:14:14,13:32:56,00:18:42
2789,10/09/2013,CR0521490,C00002341,439-629-6067,AA0107,40384,1,NE,AGENT,KAZAV,09:47:28,09:56:01,00:08:33
3432,10/09/2013,,,717-951-3430,,,,,,,15:41:14,15:42:46,00:01:32
1335,11/09/2013,CR0523978,C00001680,244-605-8042,AA0104,36187,2,PS,AGENT,MORIAH,12:29:52,12:47:18,00:17:26
2441,11/09/2013,,,624-844-2198,AA0103,30652,0,PS,HANG,NO_SERVER,13:16:27,13:16:31,00:00:04
2788,11/09/2013,CR0523521,C00001866,379-443-4772,AA0209,40383,2,NE,AGENT,KAZAV,10:23:27,10:42:11,00:18:44
1332,12/09/2013,CR0526089,C00003353,951-829-0462,AA0202,36184,0,NW,AGENT,IDIT,14:10:40,14:27:43,00:17:03
1333,12/09/2013,CR0526102,C00004514,617-286-0356,AA0202,36185,2,PS,AGENT,BENSION,13:59:20,14:13:15,00:13:55
1334,12/09/2013,CR0525565,C00004384,760-241-9329,AA0206,36186,2,PS,AGENT,TOVA,11:32:43,11:46:35,00:13:52
3212,13/09/2013,,,897-113-4788,,,,,,,09:43:35,09:53:04,00:09:29
2968,14/09/2013,,,886-802-8870,AA0104,50128,1,PS,AGENT,KAZAV,13:24:00,13:25:16,00:01:16
3571,14/09/2013,,,460-667-0446,,,,,,,14:10:49,14:16:31,00:05:42
3481,15/09/2013,,,926-613-9719,,,,,,,15:41:54,15:47:51,00:05:57
1328,16/09/2013,CR0528385,C00013276,914-740-8456,AA0102,36179,0,NW,AGENT,IDIT,12:00:14,12:02:08,00:01:54
1329,16/09/2013,CR0529041,C00003705,728-219-7800,AA0213,36180,0,NW,AGENT,MIKI,09:57:12,10:09:17,00:12:05
1330,16/09/2013,CR0529656,C00001254,911-877-1002,AA0111,36181,1,TT,AGENT,BASCH,15:40:10,15:55:00,00:14:50
1331,16/09/2013,CR0529205,C00000739,859-994-2891,AA0214,36182,1,PS,AGENT,MICHAL,11:51:58,12:12:34,00:20:36
1325,17/09/2013,CR0530624,C00004504,157-880-3295,AA0203,36176,0,NW,AGENT,AVNI,13:25:54,13:35:34,00:09:40
1326,17/09/2013,CR0531143,C00003801,859-608-1421,AA0202,36177,2,PS,AGENT,MORIAH,09:35:41,09:48:10,00:12:29
1327,17/09/2013,CR0530555,C00001096,212-310-1636,AA0110,36178,0,NW,AGENT,TOVA,16:51:27,17:09:12,00:17:45
3727,17/09/2013,,,679-001-2022,,,,,,,11:41:08,11:42:12,00:01:04
1322,18/09/2013,CR0532311,C00000155,717-989-7187,AA0206,36171,2,PS,AGENT,DORIT,14:30:09,14:39:18,00:09:09
1323,18/09/2013,CR0533368,C00003727,613-872-9891,AA0203,36172,0,PS,AGENT,DORIT,14:27:02,14:37:58,00:10:56
1324,18/09/2013,CR0532774,C00003916,829-105-8999,AA0102,36173,1,PS,AGENT,SHARON,16:29:52,16:34:31,00:04:39
2786,18/09/2013,CR0532857,C00000006,479-339-8948,AA0106,40381,1,TT,AGENT,AVIDAN,09:47:51,10:13:38,00:25:47
2787,18/09/2013,CR0532414,C00004487,506-979-5040,AA0215,40382,1,NW,AGENT,KAZAV,10:35:03,10:43:29,00:08:26
1320,19/09/2013,CR0535179,C00003772,508-651-8237,AA0109,36169,2,NE,AGENT,BENSION,15:59:50,16:13:26,00:13:36
1321,19/09/2013,CR0533931,C00002611,315-464-1425,AA0109,36170,0,PS,AGENT,DORIT,09:27:50,09:28:14,00:00:24
3393,22/09/2013,,,880-639-6482,,,,,,,14:15:33,14:17:36,00:02:03
1317,23/09/2013,CR0537942,C00001339,302-587-1536,AA0215,36166,0,PS,AGENT,IDIT,09:25:19,09:33:06,00:07:47
1318,23/09/2013,CR0538389,C00003032,103-918-2076,AA0110,36167,0,PS,AGENT,NO_SERVER,13:31:37,13:37:53,00:06:16
1319,23/09/2013,CR0538457,C00000239,212-712-8706,AA0104,36168,1,PS,AGENT,IDIT,10:01:57,10:15:31,00:13:34
1314,24/09/2013,CR0540488,C00002292,617-842-5179,AA0101,36163,1,PS,AGENT,YITZ,11:19:41,11:24:02,00:04:21
1315,24/09/2013,CR0539893,C00004057,296-240-7356,AA0213,36164,0,PS,AGENT,TOVA,14:52:26,14:57:30,00:05:04
1316,24/09/2013,CR0540200,C00012890,981-305-5347,AA0105,36165,0,PS,AGENT,SHLOMO,15:48:52,16:02:43,00:13:51
2785,25/09/2013,CR0541607,C00004020,949-684-7502,AA0112,40380,1,PS,AGENT,MORIAH,14:52:59,15:09:11,00:16:12
1313,26/09/2013,CR0544144,C00008076,675-825-2650,AA0111,36161,0,TT,AGENT,YITZ,11:42:12,11:51:33,00:09:21
2784,26/09/2013,CR0543628,C00000873,781-894-1475,AA0214,40379,1,PS,AGENT,BENSION,11:05:31,11:28:26,00:22:55
1310,27/09/2013,CR0545794,C00003521,122-104-3459,AA0202,36157,0,PS,AGENT,GILI,15:43:26,15:52:57,00:09:31
1311,27/09/2013,CR0546251,C00004307,109-556-0797,AA0206,36158,0,PS,AGENT,MICHAL,13:11:31,13:21:50,00:10:19
1312,27/09/2013,CR0546793,C00004459,212-136-7544,AA0214,36159,2,PS,AGENT,YIFAT,14:16:44,14:23:34,00:06:50
1307,30/09/2013,CR0548192,C00013658,617-190-0901,AA0104,36154,0,PS,AGENT,TOVA,11:36:23,11:53:46,00:17:23
1308,30/09/2013,CR0547920,C00003729,566-300-8999,AA0201,36155,1,PS,AGENT,BENSION,14:11:49,14:30:49,00:19:00
1309,30/09/2013,CR0548176,C00003521,122-104-3459,AA0210,36156,1,PS,AGENT,MIKI,09:24:46,09:34:03,00:09:17
1305,01/10/2013,CR0549090,C00006469,243-383-7562,AA0115,36152,0,NW,AGENT,YIFAT,16:13:29,16:23:30,00:10:01
1306,01/10/2013,CR0549841,C00001195,207-465-2754,AA0115,36153,0,NE,AGENT,ZOHARI,16:57:22,17:17:42,00:20:20
3089,01/10/2013,,,781-083-7700,,,,,,,10:43:52,10:48:32,00:04:40
1303,03/10/2013,CR0551821,C00001407,459-286-4407,AA0103,36150,2,PS,AGENT,MICHAL,16:59:02,17:12:42,00:13:40
1304,03/10/2013,CR0551967,C00002716,934-632-6852,AA0213,36151,2,PS,AGENT,MORIAH,15:52:52,15:54:44,00:01:52
1302,04/10/2013,CR0552690,C00000234,978-955-4330,AA0101,36149,0,PS,AGENT,STEREN,14:32:36,14:52:06,00:19:30
3639,04/10/2013,,,989-294-2100,,,,,,,11:53:23,12:14:20,00:20:57
2969,05/10/2013,,,212-316-9783,AA0109,50129,2,NE,AGENT,AVIDAN,10:53:47,11:08:43,00:14:56
3484,05/10/2013,,,123-412-3909,,,,,,,15:21:12,15:21:41,00:00:29
3575,06/10/2013,,,664-319-1161,,,,,,,09:39:58,09:55:21,00:15:23
3641,06/10/2013,,,334-968-3959,,,,,,,13:19:02,13:28:23,00:09:21
1299,07/10/2013,CR0554171,C00009250,212-079-3854,AA0214,36145,2,PS,AGENT,AVNI,10:18:46,10:36:09,00:17:23
1300,07/10/2013,CR0553651,C00011149,305-557-9361,AA0101,36146,0,NW,AGENT,BASCH,09:11:11,09:29:27,00:18:16
1301,07/10/2013,CR0554119,C00000183,258-700-7257,AA0206,36148,2,PS,AGENT,AVNI,13:36:36,13:44:08,00:07:32
2113,07/10/2013,,,212-047-1219,AA0106,34774,0,PS,HANG,NO_SERVER,13:14:09,13:14:10,00:00:01
3607,07/10/2013,,,212-485-6938,,,,,,,11:18:41,11:26:30,00:07:49
1298,08/10/2013,CR0554963,C00002201,330-851-5190,AA0203,36144,2,PS,AGENT,YITZ,16:18:43,16:36:41,00:17:58
3434,08/10/2013,,,978-603-5427,,,,,,,12:51:25,12:59:56,00:08:31
1297,10/10/2013,CR0556932,C00001389,305-965-6950,AA0106,36142,2,PS,AGENT,GILI,16:25:41,16:32:36,00:06:55
1295,11/10/2013,CR0558188,C00006366,817-770-7405,AA0214,36140,0,PS,AGENT,ELI,14:00:06,14:10:32,00:10:26
1296,11/10/2013,CR0558072,C00010479,513-388-0813,AA0205,36141,2,PS,AGENT,KAZAV,10:09:49,10:27:08,00:17:19
2307,12/10/2013,,,823-651-5435,AA0202,35919,0,PS,HANG,NO_SERVER,13:55:15,13:55:19,00:00:04
3196,13/10/2013,,,617-335-0196,,,,,,,09:22:11,09:37:24,00:15:13
1292,15/10/2013,CR0559532,C00001479,212-915-4941,AA0103,36137,1,PS,AGENT,IDIT,10:05:28,10:23:47,00:18:19
1293,15/10/2013,CR0559399,C00004157,212-770-6755,AA0210,36138,2,PS,AGENT,DORIT,13:32:28,13:52:36,00:20:08
1294,15/10/2013,CR0559415,C00001165,684-891-2003,AA0101,36139,0,PS,AGENT,YIFAT,14:12:52,14:27:11,00:14:19
1290,16/10/2013,CR0560258,C00001580,212-975-5876,AA0214,36134,0,PS,AGENT,BASCH,16:36:58,16:51:09,00:14:11
1291,16/10/2013,CR0560597,C00006342,651-907-6500,AA0106,36135,0,PS,AGENT,MIKI,13:52:13,13:55:53,00:03:40
2783,16/10/2013,CR0560174,C00001101,809-682-2453,AA0101,40378,2,PS,AGENT,YITZ,15:28:21,15:45:44,00:17:23
1288,17/10/2013,CR0561857,C00001177,315-534-5256,AA0103,36132,0,NW,AGENT,SHARON,16:57:05,17:16:47,00:19:42
1289,17/10/2013,CR0561912,C00005827,755-154-2116,AA0115,36133,0,NW,AGENT,BENSION,11:56:27,12:16:45,00:20:18
3606,19/10/2013,,,434-018-0715,,,,,,,14:55:10,15:10:15,00:15:05
3087,21/10/2013,,,802-338-2938,,,,,,,11:48:58,11:58:49,00:09:51
1285,22/10/2013,CR0567077,C00008200,212-295-9205,AA0201,36129,0,PS,AGENT,AVIDAN,09:35:25,09:44:01,00:08:36
1286,22/10/2013,CR0565947,C00001509,411-514-8514,AA0209,36130,2,PS,AGENT,IDIT,14:40:06,14:51:23,00:11:17
1287,22/10/2013,CR0566404,C00001016,259-090-1827,AA0112,36131,0,TT,AGENT,MIKI,13:36:48,13:53:32,00:16:44
3022,22/10/2013,,,159-507-8898,,,,,,,10:46:41,10:53:07,00:06:26
3932,22/10/2013,,,405-771-6657,,,,,,,15:12:12,15:28:25,00:16:13
1281,23/10/2013,CR0567694,C00007863,814-452-0875,AA0115,36125,2,PS,AGENT,DORIT,11:46:50,11:47:15,00:00:25
1282,23/10/2013,CR0567695,C00000830,978-886-8518,AA0110,36126,1,PS,AGENT,GILI,13:34:30,13:40:13,00:05:43
1283,23/10/2013,CR0568256,C00000823,465-924-0047,AA0101,36127,0,PS,AGENT,AVIDAN,11:29:16,11:40:34,00:11:18
1284,23/10/2013,CR0568678,C00000155,717-989-7187,AA0101,36128,0,PS,AGENT,TOVA,15:14:38,15:26:16,00:11:38
3643,23/10/2013,,,760-423-6354,,,,,,,15:46:18,15:58:11,00:11:53
3807,25/10/2013,,,617-709-1680,,,,,,,13:15:58,13:32:53,00:16:55
2165,26/10/2013,,,282-467-2942,AA0203,35044,0,NW,HANG,NO_SERVER,13:17:45,13:17:47,00:00:02
2991,26/10/2013,,,781-434-4272,AA0103,50151,1,PS,AGENT,NAAMA,09:34:35,09:44:21,00:09:46
1280,28/10/2013,CR0573392,C00002684,964-211-6097,AA0205,36124,0,NW,AGENT,YIFAT,16:51:11,17:11:44,00:20:33
2412,28/10/2013,,,519-075-2574,AA0115,30448,1,PS,HANG,NO_SERVER,10:21:37,10:21:39,00:00:02
1279,29/10/2013,CR0574968,C00004674,617-947-9840,AA0209,36123,2,PS,AGENT,YIFAT,14:07:00,14:23:42,00:16:42
2782,29/10/2013,CR0576238,C00001109,508-616-0754,AA0102,40377,0,PS,AGENT,MICHAL,15:06:06,15:19:55,00:13:49
1277,30/10/2013,CR0578263,C00002539,865-209-1379,AA0209,36119,2,PS,AGENT,YITZ,14:19:42,14:31:32,00:11:50
1278,30/10/2013,CR0577962,C00002884,827-994-8331,AA0103,36120,0,PS,AGENT,BENSION,10:08:56,10:18:13,00:09:17
2781,31/10/2013,CR0579459,C00003600,705-628-5112,AA0115,40376,1,PE,AGENT,YIFAT,15:32:13,15:47:30,00:15:17
1275,01/11/2013,CR0581961,C00003722,212-960-4509,AA0109,36115,0,PS,AGENT,AVIDAN,15:20:01,15:38:13,00:18:12
1276,01/11/2013,CR0580766,C00006478,539-693-0260,AA0103,36116,0,PS,AGENT,NAAMA,12:12:49,12:17:36,00:04:47
2780,01/11/2013,CR0582227,C00012859,212-805-3950,AA0210,40375,0,NE,AGENT,KAZAV,14:33:15,14:42:10,00:08:55
3030,01/11/2013,,,999-572-7626,,,,,,,13:01:59,13:13:26,00:11:27
2300,02/11/2013,,,508-414-8874,AA0105,35881,0,NW,HANG,NO_SERVER,13:35:03,13:35:08,00:00:05
1274,04/11/2013,CR0583761,C00001367,781-940-4151,AA0215,36113,0,NW,AGENT,MORIAH,12:46:58,12:56:59,00:10:01
2779,04/11/2013,CR0584510,C00001331,854-752-3055,AA0210,40374,0,NE,AGENT,TOVA,09:21:38,09:49:27,00:27:49
1270,05/11/2013,CR0586036,C00003117,307-906-5301,AA0205,36107,0,NW,AGENT,MORIAH,14:48:23,15:03:10,00:14:47
1271,05/11/2013,CR0585450,C00001479,212-915-4941,AA0110,36108,1,PS,AGENT,SHARON,09:48:41,10:05:37,00:16:56
1272,05/11/2013,CR0585839,C00002392,912-744-3872,AA0103,36109,0,PS,AGENT,NAAMA,14:08:07,14:18:08,00:10:01
1273,05/11/2013,CR0586549,C00001983,286-046-0269,AA0205,36112,0,PS,AGENT,AVNI,11:45:44,12:06:42,00:20:58
2777,05/11/2013,CR0586431,C00004593,445-958-5377,AA0202,40372,1,PS,AGENT,DORIT,10:17:31,10:45:32,00:28:01
2778,05/11/2013,CR0585790,C00002512,832-419-2373,AA0210,40373,2,PS,AGENT,YITZ,09:25:18,09:34:59,00:09:41
1268,06/11/2013,CR0588681,C00003734,587-281-7952,AA0115,36105,0,PS,AGENT,TOVA,15:00:29,15:08:15,00:07:46
1269,06/11/2013,CR0588723,C00003167,508-385-2224,AA0109,36106,2,PS,AGENT,KAZAV,13:45:25,13:54:41,00:09:16
1267,07/11/2013,CR0590311,C00000275,212-213-2055,AA0103,36104,0,NW,AGENT,YIFAT,10:13:33,10:28:01,00:14:28
3663,07/11/2013,,,777-924-4093,,,,,,,14:23:45,14:37:44,00:13:59
1265,08/11/2013,CR0591679,C00002582,413-363-6706,AA0204,36102,2,PS,AGENT,NAAMA,16:22:57,16:32:09,00:09:12
1266,08/11/2013,CR0591524,C00002852,714-073-9055,AA0106,36103,0,NW,AGENT,STEREN,16:27:32,16:27:38,00:00:06
3769,08/11/2013,,,567-262-7509,,,,,,,11:04:33,11:19:49,00:15:16
1261,12/11/2013,CR0593265,C00000295,567-122-8082,AA0203,36098,0,PS,AGENT,DARMON,14:32:43,14:38:44,00:06:01
1262,12/11/2013,CR0594192,C00002524,550-447-7295,AA0210,36099,2,PS,AGENT,BENSION,15:03:00,15:22:56,00:19:56
1263,12/11/2013,CR0595030,C00003248,344-042-8227,AA0107,36100,2,TT,AGENT,NO_SERVER,14:20:04,14:23:42,00:03:38
1264,12/11/2013,CR0594371,C00004642,231-693-5871,AA0205,36101,2,PS,AGENT,SHLOMO,11:02:43,11:11:58,00:09:15
1258,13/11/2013,CR0596216,C00003421,166-348-7154,AA0215,36095,0,NW,AGENT,MORIAH,12:31:31,12:42:23,00:10:52
1259,13/11/2013,CR0596870,C00005469,156-526-8630,AA0214,36096,0,PS,AGENT,TOVA,16:33:57,16:51:50,00:17:53
1260,13/11/2013,CR0596278,C00004161,138-313-3688,AA0102,36097,0,PS,AGENT,BASCH,10:22:59,10:33:12,00:10:13
2429,13/11/2013,,,179-334-2736,AA0105,30567,1,PS,HANG,NO_SERVER,09:23:20,09:23:23,00:00:03
1255,14/11/2013,CR0598986,C00001039,109-943-9230,AA0101,36092,0,PS,AGENT,DORIT,13:24:50,13:38:15,00:13:25
1256,14/11/2013,CR0598841,C00004473,212-348-2178,AA0106,36093,0,PS,AGENT,DARMON,13:03:56,13:18:34,00:14:38
1257,14/11/2013,CR0597259,C00010287,508-198-6327,AA0109,36094,0,NW,AGENT,AVNI,11:13:00,11:16:27,00:03:27
2776,14/11/2013,CR0597160,C00004642,246-970-6919,AA0109,40371,2,PS,AGENT,MICHAL,13:15:10,13:34:56,00:19:46
3134,14/11/2013,,,237-166-0839,,,,,,,14:19:50,14:33:18,00:13:28
1253,15/11/2013,CR0597125,C00000358,639-291-0584,AA0204,36088,1,PS,AGENT,BENSION,13:24:56,13:44:26,00:19:30
1254,15/11/2013,CR0600245,C00001109,508-616-0754,AA0214,36090,0,PS,AGENT,SHARON,14:03:45,14:11:50,00:08:05
2774,15/11/2013,CR0599656,C00003974,187-071-3569,AA0205,40369,0,PS,AGENT,DORIT,09:45:12,09:55:06,00:09:54
2775,15/11/2013,CR0599871,C00002447,436-341-7372,AA0206,40370,1,PS,AGENT,YIFAT,12:44:42,13:03:41,00:18:59
3470,16/11/2013,,,978-223-1902,,,,,,,11:38:42,11:42:22,00:03:40
3657,16/11/2013,,,332-645-9533,,,,,,,12:49:02,13:05:24,00:16:22
1252,18/11/2013,CR0601943,C00001409,366-643-8813,AA0101,36086,0,PS,AGENT,AVIDAN,15:11:01,15:14:34,00:03:33
2987,18/11/2013,,,586-599-2735,AA0110,50147,0,NW,AGENT,AVNI,09:27:13,09:43:02,00:15:49
1250,19/11/2013,CR0604450,C00001263,648-899-1060,AA0109,36084,2,NE,AGENT,SHARON,09:18:01,09:29:10,00:11:09
1251,19/11/2013,CR0603359,C00007724,508-025-7387,AA0115,36085,0,NW,AGENT,YITZ,16:58:43,17:09:41,00:10:58
1247,20/11/2013,CR0606552,C00004330,495-245-0839,AA0108,36081,1,TT,AGENT,NO_SERVER,16:24:28,16:27:01,00:02:33
1248,20/11/2013,CR0605909,C00002366,743-760-4718,AA0106,36082,2,PS,AGENT,AVNI,16:40:03,16:45:01,00:04:58
